gender,age,provience,city,area,degree,job,income_month,is_car,num_out_daily,dis_out_avg,order_daily,order_life,order_play,order_no_out,order_public,order_private,order_elec_bike,order_foot,order_others,is_public,agree_guilty,agree_new_national,agree_new_international,agree_vaccine,agree_mask_self-protect,agree_mask_safe_public-with-mask,agree_mask_safe_public-no-mask,agree_mask_public-no-mask-after-vaccine,agree_public_decline,agree_public_no-stop,agree_public_limit-people,agree_public_sign,agree_public_disinfect,agree_public_driver-check,agree_public_mask,agree_public_qr,agree_public_temp,agree_public_track,agree_public_multiple-time,agree_public_custom,agree_public_special,agree_public-eff_decline,agree_public-eff_no-stop,agree_public-eff_limit-people,agree_public-eff_sign,agree_public-eff_disinfect,agree_public-eff_driver-check,agree_public-eff_mask,agree_public-eff_qr,agree_public-eff_temp,agree_public-eff_track,agree_reason_convience,agree_reason_time,agree_reason_crowd,agree_reason_price,agree_reeason_friend,agree_reason_export,agree_reason_others,agree_choose_public_daily,agree_choose_public_play,agree_choose_public_weekday,agree_choose_public_holiday
2,2,广西,南宁,青秀,4,1,1,1,3,4,1,2,3,-2,1,-2,3,2,-2,3,5,5,4,5,5,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,3
2,5,贵州,毕节,威宁彝族回族苗族自治,2,3,1,2,3,4,1,2,3,-2,-2,-2,2,1,3,3,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,2,广西,南宁,青秀,4,1,1,1,3,5,1,2,3,-2,1,3,-2,2,-2,3,5,5,5,5,5,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,2,2,2,3
2,2,广西,玉林,博白,3,3,2,2,3,2,2,1,-2,3,-2,3,2,1,-2,4,5,5,5,5,5,5,1,1,4,4,4,4,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3
2,5,贵州,毕节,威宁彝族回族苗族自治,2,3,1,2,3,4,1,2,3,-2,-2,-2,2,1,3,3,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,4,广西,玉林,博白,4,2,1,2,4,5,1,2,3,-2,-2,3,1,2,-2,3,5,5,5,5,5,4,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,1,1,1,2
1,2,广西,南宁,青秀,4,2,2,1,4,2,1,2,3,-2,3,-2,-2,2,1,1,5,5,5,5,5,5,1,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
1,1,辽宁,沈阳,和平,3,1,1,2,5,4,1,2,-2,3,1,-2,2,3,-2,2,5,5,3,4,5,5,2,2,2,3,4,5,5,5,5,5,5,5,4,4,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1
1,2,辽宁,沈阳,和平,3,1,1,2,5,4,1,2,-2,3,1,-2,2,3,-2,2,5,5,3,4,5,5,1,1,5,3,4,4,5,5,5,5,5,5,5,5,2,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,1,2,2,1
1,4,广西,柳州,城中,4,3,3,1,3,2,1,2,3,-2,-2,1,-2,2,3,5,5,5,4,4,5,5,2,2,3,5,2,4,4,4,4,4,4,2,4,4,4,3,5,2,4,4,2,4,4,4,2,4,4,4,4,4,4,3,3,3,3,3
1,6,黑龙江,哈尔滨,道里,4,3,4,1,4,4,2,1,3,-2,3,2,-2,1,-2,4,4,5,5,5,5,5,2,2,2,2,2,3,5,5,5,3,5,5,4,5,4,2,2,4,5,5,5,5,4,3,3,3,4,3,3,3,3,3,3,2,2,2
1,6,黑龙江,哈尔滨,道里,4,3,4,1,4,4,1,2,3,-2,1,2,-2,3,-2,3,5,5,5,5,5,5,5,5,3,3,3,3,4,4,4,4,5,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3
1,2,广东,珠海,香洲,4,1,1,1,4,2,1,2,3,-2,1,2,-2,3,-2,3,1,4,4,5,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,2
1,1,广西,玉林,博白,3,1,1,1,5,5,1,2,3,-2,1,3,-2,2,-2,3,5,4,3,4,5,5,1,1,5,3,4,4,5,5,5,3,4,3,4,4,4,3,3,3,3,5,5,5,5,5,3,5,5,4,3,3,4,3,2,4,3,2
1,4,广西,柳州,鱼峰,2,2,2,1,3,2,1,2,3,-2,1,2,-2,3,-2,3,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
1,4,广西,南宁,西乡塘,2,2,2,1,3,3,1,2,3,-2,1,-2,3,2,-2,3,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
2,2,广西,南宁,青秀,4,1,1,1,4,5,2,1,3,-2,1,3,-2,2,-2,3,5,5,5,5,5,5,1,1,3,1,2,4,5,5,3,5,4,3,3,3,3,2,2,2,4,5,5,4,5,5,5,4,4,3,3,3,3,3,2,2,2,2
2,5,广西,柳州,柳南,3,3,1,1,3,2,1,2,3,-2,-2,1,2,3,-2,5,3,3,3,3,4,3,2,2,3,3,3,3,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4
1,2,广西,南宁,青秀,4,2,2,1,4,2,1,2,3,-2,1,-2,-2,2,3,2,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
2,1,广西,南宁,青秀,4,1,1,2,5,5,1,2,3,-2,1,-2,-2,2,3,3,3,3,3,4,4,4,2,2,2,3,3,3,4,3,4,4,3,2,3,3,3,2,2,3,3,3,3,4,4,3,2,3,3,4,3,3,3,3,2,2,2,2
1,4,广西,玉林,博白,2,2,2,1,3,3,1,2,3,-2,-2,-2,2,1,3,3,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
2,2,广西,南宁,青秀,4,1,1,2,4,4,2,3,1,-2,1,2,-2,3,-2,2,4,4,3,4,4,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,5,5,5,5,5,5,4,4,4,3,4,4,4,2,2,2,3
2,2,广西,南宁,青秀,4,1,1,1,5,1,1,2,3,-2,1,2,-2,3,-2,3,4,4,4,4,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
1,2,广东,广州,番禺,4,1,1,1,5,3,1,2,-2,3,1,2,-2,3,-2,3,5,4,4,2,5,5,1,1,2,2,5,5,5,5,5,3,5,5,4,2,4,4,3,4,4,4,4,5,3,5,3,5,5,5,3,3,4,3,2,2,2,1
2,4,广西,玉林,博白,4,2,1,1,2,2,1,2,3,-2,-2,3,1,2,-2,4,4,4,4,4,4,4,1,1,2,4,4,4,4,5,5,4,4,4,4,4,4,2,4,4,4,5,5,5,4,5,4,3,3,4,4,4,5,4,4,4,4,4
2,2,广西,崇左,扶绥,4,1,1,2,5,4,1,2,-2,3,3,-2,2,1,-2,4,2,5,5,5,5,5,1,1,5,3,3,5,5,5,5,5,5,2,5,3,3,5,3,5,5,5,5,5,5,5,2,4,3,4,4,5,5,5,3,3,3,3
1,4,广东,佛山,南海,4,3,4,1,4,4,1,2,3,-2,-2,3,1,-2,2,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,2,2
2,5,广东,惠州,惠阳,4,2,4,1,4,3,1,2,-2,3,-2,1,2,3,-2,4,4,5,5,5,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3
1,2,广东,广州,天河,4,2,4,2,3,1,1,2,3,-2,1,-2,3,2,-2,1,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
2,5,广东,惠州,惠阳,1,2,3,1,3,3,1,2,-2,3,1,-2,3,2,-2,1,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2
1,1,广东,广州,荔湾,3,1,1,1,3,3,1,2,3,-2,1,2,-2,3,-2,2,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,1,5,1,5,5,3,1,1,1,1,5,5,5,1,5,1,5,5,5,1,5,5,5,1,1,1,1
1,6,广东,惠州,惠阳,4,2,4,1,1,1,1,2,3,-2,2,1,-2,3,-2,4,5,4,3,4,2,4,2,2,2,3,4,4,4,5,4,4,3,2,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,2,4,4
1,2,广东,广州,天河,4,2,4,2,3,1,1,2,3,-2,1,-2,2,3,-2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
1,1,广东,广州,荔湾,3,1,1,1,3,4,1,2,3,-2,1,-2,2,3,-2,2,5,5,5,5,5,5,1,1,2,1,1,5,5,5,5,1,5,1,5,4,2,1,1,1,5,5,5,5,1,5,1,5,5,5,1,5,5,5,1,1,1,1
2,5,广东,惠州,惠阳,4,2,4,1,3,3,1,2,-2,3,-2,1,2,3,-2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2
2,5,广东,惠州,惠阳,1,2,3,1,4,4,2,1,-2,3,-2,1,2,3,-2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2
1,5,贵州,黔东南苗族侗族自治州,岑巩,3,3,2,1,2,5,1,2,3,-2,-2,1,-2,2,3,5,5,5,5,5,5,5,5,1,4,2,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3
2,4,贵州,黔东南苗族侗族自治州,岑巩,4,3,1,1,3,3,1,2,-2,3,-2,1,-2,2,3,4,5,4,5,5,5,5,1,2,3,2,5,5,5,5,5,5,5,4,3,3,5,4,3,5,5,5,5,5,5,5,5,4,3,3,3,5,5,5,3,4,4,4
2,4,贵州,黔东南苗族侗族自治州,岑巩,4,3,1,1,3,3,1,3,-2,2,-2,1,-2,3,2,5,5,5,5,5,5,5,1,1,3,3,4,4,5,5,5,5,5,5,2,4,5,4,3,4,5,5,5,5,5,5,5,3,3,4,3,3,3,3,4,4,4,4
1,6,广东,惠州,惠阳,4,2,4,1,4,3,1,2,-2,3,-2,1,2,3,-2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3
2,5,河南,新乡,辉县,2,2,2,2,3,3,1,2,-2,3,-2,3,1,2,-2,4,5,5,5,4,5,4,2,2,4,2,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3
1,4,河南,新乡,辉县,2,2,2,1,3,2,1,2,-2,3,-2,2,1,3,-2,4,4,5,5,5,5,5,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3
2,5,河南,新乡,红旗,3,3,1,1,3,2,2,1,-2,3,-2,3,2,1,-2,5,4,5,5,5,5,4,2,3,3,3,4,4,4,4,4,4,3,2,4,4,4,3,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,3,3,3,3,3
2,2,广东,广州,番禺,3,1,1,1,5,5,1,2,3,-2,3,2,-2,1,-2,3,4,2,1,5,4,4,2,2,2,2,4,4,5,4,4,3,4,2,4,4,3,2,2,5,5,4,4,5,4,5,3,4,4,2,2,4,4,3,2,2,1,1
1,5,广东,江门,蓬江,5,2,4,1,3,3,1,2,3,-2,-2,1,2,3,-2,3,5,5,5,4,5,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,2,2,2,3,3,2,1
2,6,广东,广州,南沙,5,2,4,1,4,1,1,2,3,-2,2,1,-2,3,-2,2,4,4,2,3,5,5,2,2,2,2,4,2,4,3,4,2,4,3,4,3,2,2,2,4,3,4,3,4,2,4,3,4,4,4,3,4,3,3,3,2,3,2
2,5,广东,广州,天河,4,2,2,2,3,3,2,3,-2,1,3,-2,2,1,-2,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4,2,2,2,2
1,4,广东,江门,蓬江,5,2,3,1,4,3,1,2,3,-2,-2,1,-2,2,3,4,5,5,5,5,5,5,2,1,3,3,4,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,3,3,3,3,3,3,3,2,3,2,2
1,4,广东,江门,蓬江,4,2,4,1,4,2,1,2,3,-2,-2,1,3,2,-2,4,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,2,2,2,2
1,4,广东,江门,蓬江,5,2,3,1,3,4,1,2,-2,3,-2,1,-2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2
2,4,广东,江门,蓬江,4,3,3,1,3,4,1,2,3,-2,-2,1,3,2,-2,4,4,4,4,4,4,3,1,2,2,3,4,4,5,5,5,5,5,5,3,3,5,3,3,4,4,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,4
1,4,广东,江门,蓬江,5,2,4,1,5,5,1,2,3,-2,-2,1,-2,3,2,4,1,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,3,2,2,2,2,3,2,2,2,3,2,3,3,3,2,3,3,3,2,2,2,3,4,3,2,4
1,3,广东,江门,蓬江,4,2,2,1,3,2,1,2,3,-2,2,1,-2,3,-2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
2,1,陕西,西安,碑林,4,1,1,1,3,4,1,2,3,-2,3,-2,2,1,-2,3,4,4,4,4,5,5,1,1,3,4,4,4,5,5,5,5,5,5,5,5,5,3,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,3,2,3,2
2,1,四川,成都,郫都,4,1,1,1,4,4,1,3,2,-2,1,-2,3,2,-2,3,4,4,3,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,2,3
1,7,广东,广州,南沙,1,3,2,2,3,4,-2,1,2,3,2,3,-2,1,-2,3,4,4,3,3,3,4,2,3,3,3,3,3,3,3,4,2,4,4,3,3,3,3,3,3,3,4,4,4,2,4,3,3,3,3,3,4,4,4,1,1,1,1
1,4,广东,江门,蓬江,4,2,4,1,2,2,1,2,3,-2,-2,1,-2,2,3,3,3,5,4,5,5,5,1,3,3,3,4,4,5,5,5,5,5,5,4,3,5,3,3,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,2,2,2,2
1,5,河北,承德,双桥,4,3,3,1,4,2,1,2,3,-2,-2,1,3,2,-2,5,5,5,5,5,5,3,1,2,3,5,3,4,5,5,5,5,4,5,4,4,5,3,3,3,4,5,5,5,5,4,5,3,3,3,3,4,4,4,4,4,4,4
2,1,四川,成都,郫都,4,1,1,1,4,4,1,2,3,-2,1,-2,3,2,-2,3,4,4,3,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,2
1,6,广东,广州,天河,4,3,4,2,3,3,2,3,-2,1,3,-2,2,1,-2,3,5,5,5,5,5,5,2,5,2,5,4,5,5,5,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,2,2,2,2
1,2,陕西,西安,碑林,4,1,1,1,5,4,1,2,3,-2,3,-2,2,1,-2,3,3,4,3,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,2,2,2,2
2,5,河北,承德,双桥,4,2,2,1,3,1,1,3,-2,2,3,1,-2,2,-2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
2,5,河南,新乡,辉县,3,3,1,2,4,4,1,2,-2,3,-2,-2,1,2,3,4,5,4,4,5,5,5,1,5,3,4,3,5,5,5,5,4,5,2,3,3,4,3,3,3,5,4,4,4,4,4,2,3,3,3,3,3,5,3,4,3,4,3
1,2,陕西,西安,碑林,3,1,1,2,3,4,1,2,3,-2,3,-2,2,1,-2,2,4,4,3,4,4,4,3,2,2,4,4,4,4,4,4,4,5,5,5,5,4,3,4,4,5,4,4,4,5,5,5,4,4,4,3,4,4,3,2,2,2,2
2,7,河北,承德,双桥,3,3,2,1,3,2,-2,2,3,1,1,2,-2,3,-2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
2,1,河北,承德,双桥,1,1,1,1,3,4,1,2,3,-2,3,1,-2,2,-2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
1,7,河北,承德,围场满族蒙古族自治,4,3,2,1,1,3,3,1,2,-2,2,-2,-2,1,3,4,4,4,4,4,4,2,2,4,4,4,4,4,4,2,4,4,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4
2,1,陕西,西安,碑林,4,1,1,1,3,4,1,2,3,-2,3,-2,2,1,-2,3,4,4,4,4,5,5,1,1,3,4,4,4,5,5,5,5,5,5,5,5,5,3,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,3,2,3,3
2,5,河北,承德,双桥,4,2,2,1,3,1,3,1,-2,2,3,1,-2,2,-2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
2,1,陕西,西安,碑林,4,1,1,1,3,4,1,2,3,-2,3,-2,2,1,-2,3,4,4,4,4,4,5,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,2,3,2
1,4,河北,承德,双桥,4,3,3,1,5,3,2,1,-2,3,-2,1,3,2,-2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4
2,5,河南,新乡,辉县,3,3,1,2,4,4,1,2,-2,3,-2,-2,1,2,3,4,5,5,4,5,5,4,2,2,3,4,3,5,5,5,5,4,5,3,4,4,5,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,7,河北,承德,围场满族蒙古族自治,4,3,2,1,2,4,3,1,2,-2,3,-2,2,1,-2,3,3,4,4,4,4,4,2,2,2,2,4,4,4,2,4,4,4,3,3,4,4,3,4,4,4,4,3,4,4,4,3,4,3,3,2,4,4,3,3,3,3,3
1,2,广东,广州,番禺,4,1,1,1,4,4,1,2,3,-2,1,-2,-2,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,4,3,3,1,1,1,1
2,2,北京,北京,海淀,4,1,1,1,3,4,1,2,3,-2,1,-2,3,2,-2,3,5,5,3,3,5,5,1,1,2,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,1,1,1,1
1,1,广东,广州,天河,1,1,1,2,4,5,2,1,3,-2,2,-2,3,1,-2,4,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,3,1,1,5,1,5,4,5,3,3,3,2
1,4,广东,江门,蓬江,5,2,4,1,4,2,1,2,-2,3,-2,1,2,3,-2,4,4,4,4,4,5,4,1,1,1,1,5,5,5,5,5,3,4,4,4,4,4,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3
1,2,广东,广州,番禺,4,1,1,1,3,4,1,2,3,-2,2,-2,3,1,-2,2,4,4,4,4,5,4,2,2,2,2,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2
1,2,广东,珠海,香洲,3,1,1,2,5,5,3,1,-2,2,3,4,-2,1,2,4,4,5,5,5,5,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,4
1,3,北京,北京,东城,4,1,1,1,2,4,1,2,3,-2,2,-2,-2,1,3,2,4,3,4,4,4,2,4,3,4,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,2,2,2
1,3,湖北,武汉,洪山,4,1,1,1,5,4,2,1,3,-2,1,-2,2,3,-2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
1,2,河南,郑州,中原,4,1,1,1,3,3,1,2,3,-2,3,-2,2,1,-2,3,5,5,3,4,4,4,2,2,2,4,4,4,4,5,5,4,5,5,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1
1,2,河南,郑州,中原,4,1,1,1,3,3,1,2,3,-2,1,-2,3,2,-2,3,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
1,2,安徽,合肥,蜀山,4,1,1,2,5,4,1,2,3,-2,3,-2,2,1,-2,4,5,5,4,5,4,5,1,1,3,5,4,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,4,3,5,4,4,5,4,2,1,2,2
1,2,河南,郑州,中原,4,1,1,2,1,2,1,2,3,-2,-2,-2,2,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1
1,2,河南,郑州,金水,4,1,1,2,4,4,1,2,3,-2,1,-2,2,3,-2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,2,广东,深圳,坪山,3,1,1,1,5,5,1,2,-2,3,-2,2,3,1,-2,3,3,3,3,3,3,3,1,1,1,1,5,4,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,1,3,3,1,4,1,4,1
1,2,云南,文山壮族苗族自治州,文山,3,2,2,2,1,2,1,3,2,-2,1,2,3,4,-2,2,5,5,3,4,5,5,1,1,2,2,2,4,4,4,4,4,4,4,4,4,5,2,2,4,4,4,4,4,4,4,3,4,3,4,3,4,4,3,2,2,2,3
1,2,云南,文山壮族苗族自治州,文山,3,2,2,2,1,2,1,2,3,-2,1,2,4,3,-2,1,5,5,3,4,5,5,1,1,2,2,4,4,4,4,4,4,4,4,4,4,5,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,2,2,2
1,2,广东,深圳,光明,4,1,1,1,5,5,1,2,3,-2,2,-2,3,1,-2,3,4,4,4,4,2,4,3,2,2,3,3,3,3,4,4,2,3,3,3,3,3,2,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,2,2
2,1,云南,文山壮族苗族自治州,广南,3,1,1,2,5,3,3,1,-2,2,3,-2,-2,1,2,5,4,4,3,4,4,4,1,4,4,3,5,5,5,5,4,4,4,3,4,4,5,4,3,4,4,4,4,4,5,5,3,4,4,3,4,4,4,4,3,3,2,3
2,6,广东,深圳,坪山,3,3,4,1,1,1,2,1,3,-2,-2,1,2,3,-2,4,5,5,4,5,5,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,2,3,2,2
2,6,广东,深圳,坪山,3,3,4,1,1,1,2,1,3,-2,-2,1,2,3,-2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,3,3,2,3
2,1,广东,深圳,坪山,2,1,1,1,3,5,1,2,-2,3,-2,-2,2,1,3,4,4,4,4,4,5,4,1,1,4,4,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,4,5,2,2,3,3
1,4,云南,文山壮族苗族自治州,广南,1,3,1,1,3,3,2,1,3,-2,-2,-2,1,2,3,4,4,5,3,4,5,4,1,2,3,4,5,5,4,4,5,5,5,4,5,3,5,4,4,5,5,5,4,5,5,4,5,3,3,5,3,3,3,3,3,3,4,4
1,7,广东,深圳,坪山,3,3,1,1,2,3,2,1,3,-2,2,-2,1,3,-2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,2
1,4,云南,文山壮族苗族自治州,广南,1,3,1,2,3,4,3,1,-2,2,-2,-2,2,1,3,5,4,4,4,4,3,5,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,4,4,1,4,3,4
1,4,云南,文山壮族苗族自治州,文山,2,3,1,2,1,3,2,1,3,-2,3,-2,1,2,-2,3,5,5,4,5,5,5,2,2,2,2,2,5,5,5,5,5,5,5,5,5,4,2,2,4,5,5,5,5,5,5,5,4,5,5,5,4,4,4,3,3,3,3
1,4,广东,深圳,坪山,4,2,4,2,5,3,2,1,-2,3,-2,3,1,2,-2,5,5,4,4,4,5,5,1,1,2,2,4,5,5,5,5,4,3,3,5,5,5,3,3,3,3,5,5,5,4,3,3,5,4,4,4,4,4,3,5,5,5,5
