gender,age,provience,city,area,degree,job,income_month,is_car,num_out_daily,dis_out_avg,order_daily,order_life,order_play,order_no_out,order_public,order_private,order_elec_bike,order_foot,order_others,is_public,agree_guilty,agree_new_national,agree_new_international,agree_vaccine,agree_mask_self-protect,agree_mask_safe_public-with-mask,agree_mask_safe_public-no-mask,agree_mask_public-no-mask-after-vaccine,agree_public_decline,agree_public_no-stop,agree_public_limit-people,agree_public_sign,agree_public_disinfect,agree_public_driver-check,agree_public_mask,agree_public_qr,agree_public_temp,agree_public_track,agree_public_multiple-time,agree_public_custom,agree_public_special,agree_public-eff_decline,agree_public-eff_no-stop,agree_public-eff_limit-people,agree_public-eff_sign,agree_public-eff_disinfect,agree_public-eff_driver-check,agree_public-eff_mask,agree_public-eff_qr,agree_public-eff_temp,agree_public-eff_track,agree_reason_convience,agree_reason_time,agree_reason_crowd,agree_reason_price,agree_reeason_friend,agree_reason_export,agree_reason_others,agree_choose_public_daily,agree_choose_public_play,agree_choose_public_weekday,agree_choose_public_holiday
1,6,广东,广州,海珠,4,3,4,1,3,3,3,1,2,-2,2,1,-2,-2,3,3,5,5,3,4,5,4,1,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,3,5,3,3,3,3,2
1,3,广东,广州,海珠,5,1,4,1,4,4,1,2,3,-2,2,1,3,-2,-2,3,5,5,3,5,5,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,2,2,2,3
1,2,广东,珠海,金湾,4,1,1,2,5,5,3,1,2,-2,1,-2,2,3,-2,3,4,4,4,4,4,4,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
1,2,广东,广州,越秀,4,1,1,1,3,4,1,2,3,-2,2,-2,-2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1
2,4,广东,广州,天河,5,2,4,1,3,2,1,3,2,-2,-2,1,2,3,-2,3,5,5,3,5,5,5,1,1,2,1,4,5,5,5,5,3,5,3,4,5,5,4,3,3,3,3,3,3,3,3,3,5,4,2,3,4,4,4,4,3,4,4
2,2,陕西,西安,长安,4,1,1,2,5,3,1,3,2,-2,2,-2,3,1,-2,4,5,5,5,5,5,5,1,1,2,3,2,4,5,5,5,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
2,2,湖南,长沙,岳麓,4,1,1,2,5,4,1,2,-2,3,1,-2,2,3,-2,3,4,4,4,4,4,5,3,2,3,3,4,4,5,5,5,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,3,3,3,2,3
1,2,广东,湛江,吴川,4,1,1,1,4,4,1,2,3,-2,1,2,3,4,-2,3,5,3,3,4,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
1,2,广东,湛江,吴川,4,1,1,1,4,4,1,3,2,-2,1,2,3,4,-2,2,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
1,2,广东,广州,番禺,4,1,1,2,5,4,-2,3,1,2,1,-2,3,2,-2,3,5,4,4,3,5,5,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,2,2,2,2
1,2,广东,广州,番禺,4,1,1,1,3,4,1,2,3,-2,-2,3,2,1,-2,3,3,3,3,3,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2
2,5,广东,阳江,阳东,4,2,4,1,3,3,1,2,-2,3,-2,1,-2,2,3,4,5,5,5,5,5,4,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
1,1,广东,广州,番禺,4,1,1,1,1,5,1,2,3,-2,2,3,-2,1,-2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3
2,5,广东,阳江,阳东,4,2,4,1,3,2,1,2,-2,3,-2,1,-2,2,3,5,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
2,6,福建,南平,武夷山,3,3,2,1,3,4,2,1,3,-2,3,2,-2,1,-2,3,3,4,4,4,4,4,2,2,2,2,2,4,4,4,4,3,3,3,4,2,4,2,2,2,4,4,4,4,4,4,4,2,2,2,2,4,4,3,3,3,3,3
1,2,广东,广州,番禺,4,1,1,1,4,4,1,2,3,-2,3,1,-2,2,-2,3,4,4,4,4,4,4,2,2,2,4,4,4,5,5,5,3,4,4,4,4,5,2,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3
2,7,福建,福州,晋安,3,2,2,1,4,5,3,1,-2,2,-2,2,-2,1,3,4,3,3,3,3,5,5,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2
2,4,广东,阳江,阳春,4,2,2,1,2,4,1,2,-2,3,-2,1,3,2,-2,4,5,5,5,5,5,5,5,5,3,2,2,3,4,4,4,5,5,3,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4
1,2,天津,天津,静海,4,1,1,1,5,3,3,1,2,-2,1,-2,-2,3,2,2,5,5,3,5,5,5,1,1,3,3,4,4,5,5,5,5,4,3,5,5,5,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1,1,1,1
2,2,陕西,西安,未央,4,2,3,1,3,2,1,3,2,-2,2,3,-2,-2,1,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
2,7,福建,福州,晋安,3,2,2,1,3,5,3,1,-2,2,-2,2,-2,1,3,4,3,3,3,3,5,4,1,1,3,3,3,3,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
1,2,山东,济南,历下,4,1,1,1,4,5,1,2,3,-2,2,-2,3,1,-2,3,5,5,4,4,5,5,1,1,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,1,2,2,2
2,2,广东,广州,花都,4,1,1,2,5,4,1,2,3,-2,1,-2,-2,2,3,4,3,3,3,3,4,4,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,1,1,1,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
2,2,湖南,株洲,天元,4,1,1,2,5,5,-2,2,3,1,2,-2,-2,1,3,3,4,4,4,4,5,5,1,2,2,2,4,3,4,5,4,4,4,2,4,4,2,2,2,3,3,4,4,4,4,4,1,4,4,4,4,4,4,3,1,1,1,1
2,6,福建,南平,武夷山,3,2,2,2,3,4,1,2,-2,3,2,-2,-2,1,3,4,3,3,3,3,5,4,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2
2,2,河南,郑州,中原,4,1,1,2,5,3,1,3,-2,2,-2,-2,2,1,3,4,4,4,4,5,4,4,3,2,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3
2,5,广东,广州,番禺,4,2,2,1,3,2,1,2,3,-2,3,1,-2,2,-2,4,5,5,5,5,5,4,2,2,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,4
1,7,北京,北京,海淀,3,3,3,1,3,4,1,2,3,-2,2,4,3,1,-2,2,3,2,4,3,3,2,3,2,3,4,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,4,3,4,4,5,3,5,3,3,4,3,4,3,1,1,1,2
2,3,广东,广州,番禺,3,3,3,2,5,5,-2,2,3,1,3,-2,1,2,-2,4,1,1,1,1,5,5,1,1,2,2,5,5,5,5,5,5,5,4,3,4,5,3,3,5,5,5,5,5,5,5,3,5,5,5,5,3,3,3,2,2,3,4
2,2,安徽,合肥,蜀山,2,2,2,2,4,5,1,2,-2,3,1,-2,2,3,-2,3,5,5,5,5,5,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4
1,2,北京,北京,昌平,4,1,1,1,3,4,1,2,3,-2,1,-2,-2,2,3,3,4,4,3,4,4,5,1,1,2,3,4,4,5,5,5,4,4,3,4,4,4,1,3,4,4,5,5,5,3,4,3,4,4,4,4,4,4,3,2,2,2,2
1,2,北京,北京,昌平,4,1,1,1,3,4,1,2,3,-2,1,-2,-2,2,3,3,5,5,3,5,4,5,5,5,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,2,2,2,2
1,2,安徽,宿州,埇桥,4,1,1,2,4,4,-2,1,3,2,1,-2,-2,2,3,4,4,4,4,4,4,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2
2,2,广东,广州,番禺,4,1,1,1,4,4,1,2,3,-2,1,2,-2,3,-2,3,4,4,2,4,5,5,1,1,1,1,4,4,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,5,2,2,3,2,2,2,2,2
1,3,广东,广州,番禺,4,2,3,2,3,2,1,2,3,-2,1,2,4,3,-2,2,4,4,4,4,5,5,1,2,2,3,2,4,4,4,4,3,4,3,4,4,4,2,2,2,4,4,4,4,3,4,2,4,4,4,4,4,4,4,2,2,2,2
2,1,内蒙古,呼和浩特,赛罕,4,1,1,1,5,5,1,2,3,-2,2,3,-2,1,-2,3,4,4,4,4,4,2,2,2,2,2,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2
1,1,天津,天津,西青,3,1,1,1,1,3,1,2,3,-2,3,-2,2,1,-2,3,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2
2,6,广东,广州,番禺,2,3,1,2,4,4,-2,1,3,2,2,-2,-2,1,3,3,4,4,4,4,3,4,2,2,2,5,4,3,5,5,4,2,4,3,2,3,2,2,5,3,4,5,5,4,2,4,3,3,3,3,3,3,3,3,2,2,1,1
2,5,广东,广州,天河,4,2,4,1,3,2,1,2,3,-2,-2,1,-2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1
1,5,广东,广州,天河,5,2,4,1,4,1,1,2,3,-2,2,1,-2,3,-2,2,3,3,3,3,5,5,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
2,5,广东,广州,天河,4,2,4,1,3,4,1,2,3,-2,3,-2,1,2,-2,3,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,2,2,2
2,5,广东,广州,越秀,4,2,3,1,3,1,1,2,3,-2,1,2,-2,3,-2,1,1,5,3,4,4,4,2,2,2,2,3,3,5,4,4,3,4,4,4,4,3,2,2,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2
1,2,四川,成都,双流,4,1,1,1,3,4,1,3,2,-2,-2,1,2,3,-2,3,5,5,5,5,5,5,3,3,1,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,1
1,1,广东,广州,番禺,4,1,1,1,5,5,1,2,3,-2,3,-2,1,2,-2,3,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2
2,4,广东,广州,黄埔,4,2,3,1,3,3,1,2,3,-2,1,2,-2,3,-2,1,4,4,3,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1
1,6,广东,广州,越秀,4,2,4,1,3,1,1,2,-2,3,3,1,-2,2,-2,3,4,4,4,4,5,4,1,1,2,4,4,4,5,5,5,5,5,5,5,5,5,2,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3
1,5,广东,广州,番禺,4,2,4,1,4,2,1,2,3,-2,3,1,-2,2,-2,3,5,5,4,5,5,3,1,2,3,3,4,4,4,4,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3
1,5,广东,广州,黄埔,4,2,4,1,3,4,1,2,3,-2,3,1,-2,2,-2,3,4,4,4,4,4,4,2,2,2,3,3,4,5,5,4,4,4,3,4,3,4,3,3,3,4,5,5,4,4,4,3,4,4,4,4,4,4,4,3,3,2,2
2,6,北京,北京,东城,5,3,4,1,4,1,3,1,2,-2,-2,1,-2,3,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1
2,5,广东,广州,天河,4,3,4,1,3,5,3,2,1,-2,-2,2,-2,1,3,4,4,4,4,4,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
2,5,广东,广州,天河,4,3,2,1,3,5,2,1,-2,3,1,2,-2,3,-2,3,5,5,5,5,5,5,1,1,1,3,3,4,5,5,5,5,5,5,5,5,5,1,3,3,4,5,5,5,5,5,5,4,4,4,4,5,5,5,2,2,2,2
2,5,广东,广州,海珠,5,2,2,2,3,5,1,3,2,-2,1,-2,4,3,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
1,7,江苏,南京,江宁,5,3,4,1,3,3,1,2,3,-2,-2,4,2,1,3,3,3,3,3,3,3,4,4,3,4,5,3,4,3,4,4,3,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,3,4,3,4,4,4,4
1,6,广东,广州,白云,4,3,4,1,3,2,1,2,3,-2,-2,1,-2,2,3,1,4,4,4,4,5,5,2,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2
1,5,广东,广州,荔湾,5,2,4,1,3,1,1,2,3,-2,1,2,-2,3,-2,1,5,5,3,5,5,5,5,3,5,3,3,5,5,5,5,5,5,3,5,5,5,1,1,3,5,5,5,5,5,5,3,5,5,3,3,4,4,4,1,1,1,2
2,7,北京,北京,昌平,5,3,4,1,1,1,2,1,3,-2,1,2,3,4,5,4,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,5
2,5,广东,广州,白云,4,2,3,1,4,1,1,2,3,-2,1,2,-2,3,-2,1,5,5,5,5,5,4,1,1,2,2,4,4,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,2,2,2,4
1,1,天津,天津,河东,5,2,4,1,5,5,-2,3,2,1,-2,2,3,1,-2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4
1,5,广东,广州,荔湾,4,2,3,1,3,1,1,2,3,-2,3,1,-2,2,-2,3,5,5,4,5,5,5,5,2,2,3,3,3,5,5,5,4,5,4,3,4,3,4,4,4,4,5,5,5,4,5,4,5,5,5,5,5,5,4,3,3,3,3
1,5,北京,北京,海淀,4,3,4,1,3,1,1,2,3,-2,2,1,-2,3,-2,3,4,4,4,4,4,4,2,3,3,4,4,4,4,4,4,3,3,3,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2
2,2,广东,广州,番禺,3,1,1,1,4,5,1,2,3,-2,3,-2,1,2,-2,3,5,5,5,5,5,5,1,1,2,4,4,4,5,5,5,5,5,5,4,5,5,3,3,3,4,5,5,5,5,5,5,2,2,2,2,3,3,3,1,1,1,1
2,5,广东,广州,天河,4,2,3,1,3,1,1,2,-2,3,-2,1,-2,2,3,4,5,5,4,5,5,5,1,1,3,3,3,3,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,3,3,4,3,3,3
1,3,北京,北京,丰台,4,1,1,1,3,4,1,2,3,-2,2,3,1,-2,-2,2,4,4,3,3,4,4,2,2,2,4,3,4,5,5,5,4,5,3,4,4,4,2,4,4,4,4,5,5,4,5,3,4,4,4,3,3,4,3,2,2,2,2
2,1,广东,广州,海珠,4,1,1,1,3,5,1,2,3,-2,2,4,3,1,-2,3,5,5,5,5,5,5,2,2,3,4,3,4,4,4,4,4,3,5,5,5,4,3,3,4,4,5,5,5,4,4,4,5,4,4,4,4,4,4,2,2,2,2
2,5,广东,广州,天河,4,2,3,1,4,1,1,2,-2,3,1,2,-2,-2,3,2,5,5,5,5,5,5,1,2,3,5,5,4,5,5,5,3,5,4,4,3,3,3,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,1,2,2,3
2,4,安徽,安庆,宿松,2,3,1,1,3,4,2,3,-2,1,-2,3,2,1,-2,5,5,5,5,5,5,4,2,2,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,3,3,3,3,2,2,2
2,5,广东,广州,海珠,4,2,2,1,3,2,1,2,3,-2,1,2,-2,3,-2,1,4,4,3,4,5,5,1,1,1,2,3,3,4,5,5,4,3,3,4,3,3,1,1,3,4,4,5,5,3,3,3,4,4,4,3,3,3,2,1,1,1,1
1,5,福建,南平,武夷山,4,2,3,1,2,3,1,2,-2,3,-2,1,2,3,-2,3,5,5,4,4,4,2,2,2,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
1,1,安徽,合肥,蜀山,4,1,1,1,5,5,1,2,3,-2,2,-2,-2,1,3,4,3,4,3,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,3,4,4,3,3,3,3,3,2,2,2,3
1,1,安徽,合肥,蜀山,4,1,1,1,5,4,1,2,3,-2,2,-2,-2,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
2,5,广东,广州,天河,2,3,3,1,3,3,2,1,-2,3,-2,1,-2,2,3,4,4,5,5,5,5,5,1,2,2,3,3,2,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2
1,2,甘肃,嘉峪关,,4,1,1,2,3,1,1,2,-2,3,-2,-2,2,1,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5
2,4,山西,太原,小店,4,2,2,1,5,4,3,2,-2,1,-2,2,-2,1,3,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,4,3,4,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
1,4,山西,太原,小店,4,2,3,1,4,1,1,2,3,-2,-2,1,-2,2,3,5,4,4,4,4,3,4,2,4,2,3,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3
2,2,四川,成都,锦江,4,1,1,2,3,4,1,2,3,-2,1,-2,-2,2,3,3,5,5,5,5,5,5,2,2,1,5,5,5,5,5,5,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1
2,2,广东,东莞,,4,1,1,1,4,3,3,1,2,-2,3,-2,2,1,-2,3,4,4,4,4,4,4,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2
2,2,广东,东莞,,4,1,1,1,4,3,1,2,3,-2,1,3,2,4,-2,3,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2
1,2,广东,广州,白云,4,1,1,1,5,4,3,2,-2,1,-2,1,2,3,-2,3,3,3,3,3,5,5,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,广东,广州,白云,4,1,1,1,4,4,2,1,-2,3,1,2,3,-2,-2,3,3,3,3,3,5,5,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,4,北京,北京,东城,3,1,1,2,1,1,1,2,3,-2,1,-2,2,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5
2,4,山西,太原,小店,4,2,2,1,5,4,3,2,-2,1,-2,1,-2,2,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
1,4,山西,太原,小店,4,2,3,1,4,1,1,2,3,-2,-2,1,-2,2,3,4,4,4,4,4,3,4,2,4,2,3,4,4,4,4,4,4,4,4,4,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3
2,7,广东,茂名,电白,1,3,1,1,2,4,-2,1,2,3,-2,3,2,1,-2,5,3,3,3,3,3,4,2,2,2,3,4,4,4,4,4,3,4,1,3,3,4,2,3,3,3,4,4,4,2,3,1,4,3,3,4,3,3,3,4,4,4,4
2,1,广东,汕头,金平,4,1,1,1,5,4,1,2,3,-2,1,-2,2,3,4,4,5,5,5,5,5,4,1,2,2,4,4,5,5,5,5,5,5,2,4,3,4,2,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,3
2,3,广东,深圳,龙岗,4,3,4,1,3,3,1,2,3,-2,2,1,-2,3,-2,4,5,4,4,4,4,5,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2
2,7,广东,东莞,,2,3,1,1,3,4,2,1,3,-2,3,-2,-2,1,2,4,3,3,3,3,5,5,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
1,5,上海,上海,浦东新,2,2,2,1,5,5,3,2,-2,1,-2,1,3,2,-2,5,4,4,4,5,5,5,2,2,3,3,4,4,5,4,4,4,4,4,4,3,3,3,3,4,4,5,4,5,4,4,4,3,3,3,4,4,4,4,3,3,3,4
2,5,广东,东莞,,4,2,4,1,4,3,1,2,3,-2,-2,1,-2,2,3,5,4,4,4,4,4,4,1,2,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,2,4,3
2,1,广东,汕头,金平,4,1,1,1,5,5,3,2,1,-2,2,1,3,4,-2,3,5,5,5,5,5,4,2,2,2,2,4,4,5,5,5,5,4,2,2,2,3,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2
1,2,广东,广州,番禺,4,1,1,1,3,4,1,3,2,-2,1,-2,-2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2
2,7,广东,东莞,,2,3,1,1,3,4,-2,1,2,3,3,-2,-2,1,2,4,3,3,3,3,5,5,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3
1,2,山西,太原,小店,4,1,4,1,3,4,3,2,1,-2,-2,3,-2,2,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
1,1,陕西,西安,未央,4,1,1,1,4,3,1,2,3,-2,3,-2,2,1,-2,3,4,5,4,4,5,5,1,1,4,2,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,2,2
2,3,山西,太原,万柏林,5,1,1,2,4,4,1,2,3,-2,1,-2,2,3,-2,2,4,3,4,3,4,4,2,2,4,4,4,4,5,5,5,4,4,4,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,2,2
1,3,广东,珠海,香洲,4,2,3,1,3,3,1,2,3,-2,2,1,-2,3,-2,3,4,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3
1,1,山西,太原,尖草坪,3,1,1,2,5,5,1,2,-2,3,2,-2,-2,1,3,3,5,5,5,5,5,4,1,1,3,3,3,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,广东,广州,番禺,3,1,1,2,3,3,1,2,3,-2,1,-2,2,3,-2,2,4,1,1,1,5,5,1,3,1,1,1,5,5,5,5,5,5,3,4,3,3,3,3,3,3,4,4,4,4,4,3,4,5,5,4,3,4,3,1,2,3,3
2,3,广东,深圳,龙岗,4,3,4,1,3,1,1,2,3,-2,2,1,-2,3,-2,4,4,4,4,4,4,4,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2
2,5,广东,佛山,禅城,4,2,4,1,3,2,1,2,3,-2,1,2,3,-2,-2,1,5,5,5,5,5,5,2,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1
1,6,广东,东莞,,3,2,3,1,4,3,1,2,3,-2,-2,1,-2,2,3,5,4,4,4,4,2,4,2,2,2,4,3,3,5,5,3,4,4,4,4,3,3,3,4,3,3,5,5,3,4,4,4,3,3,3,3,3,3,3,3,2,3,3
1,1,安徽,安庆,宿松,2,1,1,1,2,4,1,3,-2,2,-2,-2,1,2,3,5,4,5,5,5,4,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,4,4,4,4,3,3,3,3,4,4,5,4,4,4,4,4
